nombre,apellido,cargo,provincia,bloque,partido,mandato,mandato_inicio,mandato_fin,foto_url,wikidata_id,fuente_url,fuente_nombre
Elia Esther del Carmen,Moreno,senador,Santiago del Estero,FRENTE CÍVICO POR SANTIAGO,Frente Cívico Por Santiago,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/594.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
José Emilio,Neder,senador,Santiago del Estero,JUSTICIALISTA,Frente Fuerza Patria Peronista,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/510.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Bruno Antonio,Olivera Lucero,senador,San Juan,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/563.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
María Emilia,Orozco,senador,Salta,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/591.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Juan Carlos,Pagotto,senador,La Rioja,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/557.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Francisco Manuel,Paoltroni,senador,Formosa,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/551.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Mariano,Recalde,senador,Ciudad Autónoma de Buenos Aires,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/498.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Jesús Fernando,Rejal,senador,La Rioja,JUSTICIA SOCIAL FEDERAL,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/556.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Sonia Elizabeth,Rojas Decut,senador,Misiones,ENCUENTRO MISIONERO,Frente Renovador de la Concordia-innovación Federal,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/559.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Flavia Gabriela,Royon,senador,Salta,PRIMERO LOS SALTEÑOS,Primero los Salteños,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/593.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Fernando Aldo,Salino,senador,San Luis,JUSTICIA SOCIAL FEDERAL,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/566.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Silvana Lorena,Schneider,senador,Chaco,UCR - UNIÓN CÍVICA RADICAL,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/579.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Martin Ignacio,Soria,senador,Río Negro,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/588.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Rodolfo Alejandro,Suárez,senador,Mendoza,UCR - UNIÓN CÍVICA RADICAL,Frente Cambia Mendoza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/571.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Edith Elizabeth,Terenzi,senador,Chubut,DESPIERTA CHUBUT,Juntos Por El Cambio Chubut,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/528.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Sergio Mauricio,Uñac,senador,San Juan,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/561.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Mercedes Gabriela,Valenzuela,senador,Corrientes,UCR - UNIÓN CÍVICA RADICAL,Eco + Vamos Corrientes,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/525.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Alejandra María,Vigo,senador,Córdoba,PROVINCIAS UNIDAS,Hacemos Por Córdoba,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/523.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Eduardo Alejandro,Vischi,senador,Corrientes,UCR - UNIÓN CÍVICA RADICAL,Eco + Vamos Corrientes,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/524.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
Gerardo,Zamora,senador,Santiago del Estero,FRENTE CÍVICO POR SANTIAGO,Frente Cívico Por Santiago,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/bundles/senadosenadores/images/fsenaG/450.gif,,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales)
